INDEX,MS TIMESTAMP,PRICE,VOLUME
139,1532971652831,8080.0,0.049916
140,1532971652882,8080.0,0.33
141,1532971653529,8080.0,0.203709
142,1532971653976,8080.0,0.33
143,1532971654268,8080.0,0.16
144,1532971654346,8080.0,0.420125
145,1532971654392,8080.0,0.05
146,1532971654398,8079.98,0.016487
147,1532971654653,8080.0,0.005105
148,1532971655075,8080.0,0.33
149,1532971655412,8080.0,0.002739
150,1532971655518,8080.0,0.02
151,1532971655564,8080.0,0.03
152,1532971655603,8080.0,0.010969
153,1532971657022,8080.0,0.32
154,1532971657395,8080.0,0.097182
155,1532971657802,8079.99,0.092234
156,1532971658196,8079.99,6.349066
157,1532971658196,8079.97,6.198635
158,1532971658196,8079.94,0.247699
159,1532971658213,8079.94,0.04
160,1532971658411,8079.94,0.028663
161,1532971658598,8079.94,0.0265
162,1532971659124,8079.94,0.005775
163,1532971659900,8079.94,0.2
164,1532971660490,8079.94,0.1799
165,1532971660551,8079.94,0.006843
166,1532971661286,8079.94,0.001723
167,1532971661510,8079.94,0.067082
168,1532971662658,8079.94,0.019
169,1532971662788,8079.94,0.000149
170,1532971663086,8079.94,0.00857
171,1532971663619,8079.94,0.009894
172,1532971663624,8079.94,0.009895
173,1532971664422,8079.93,0.024752
174,1532971665446,8078.97,1.1e-05
175,1532971666069,8079.92,0.04
176,1532971666228,8079.92,0.000363
177,1532971666255,8079.92,0.025411
178,1532971666284,8079.92,0.049505
179,1532971667207,8079.44,0.752936
180,1532971667225,8079.92,0.137384
181,1532971667370,8079.93,0.026546
182,1532971667370,8079.94,0.873454
183,1532971668403,8079.94,0.10105
184,1532971668509,8079.94,0.144431
185,1532971669204,8079.94,0.019
186,1532971669378,8079.94,0.000105
187,1532971669434,8079.94,0.00161
188,1532971670421,8079.94,0.181463
189,1532971670424,8079.94,0.160249
190,1532971670613,8079.93,0.218176
191,1532971670625,8079.93,0.074178
192,1532971670638,8079.93,0.218176
193,1532971670654,8079.92,0.115279
194,1532971670711,8079.92,0.137384
195,1532971670711,8079.94,0.405555
196,1532971670729,8079.94,0.097482
197,1532971670896,8079.93,0.177682
198,1532971671393,8079.94,0.023
199,1532971671393,8079.93,0.001845
200,1532971671828,8079.94,0.033
201,1532971672156,8079.94,0.003439
202,1532971672814,8079.94,0.04
203,1532971673871,8079.94,0.014339
204,1532971673938,8079.94,0.004851
205,1532971674089,8079.93,0.103294
206,1532971674571,8079.94,0.026489
207,1532971675449,8079.93,0.01166
208,1532971676590,8079.94,0.0239
209,1532971677612,8079.93,0.169618
210,1532971678483,8079.94,0.046749
211,1532971679013,8079.94,0.5007
212,1532971679125,8079.94,1.530776
213,1532971679126,8079.94,1.0
214,1532971679175,8079.94,0.05
215,1532971679178,8079.94,0.668322
216,1532971679230,8079.94,0.0838
217,1532971679262,8079.94,0.566842
218,1532971679262,8079.99,0.018658
219,1532971679424,8079.99,0.018336
220,1532971679771,8079.99,0.186927
221,1532971679771,8080.0,0.613073
222,1532971679905,8080.0,0.1
223,1532971679930,8080.0,0.5005
224,1532971680013,8080.0,0.5004
225,1532971680175,8080.0,0.359199
226,1532971680302,8079.94,0.004948
227,1532971680309,8080.0,1.163536
228,1532971680357,8080.0,0.01166
229,1532971680493,8081.22,1.2839
230,1532971680544,8081.22,0.397414
231,1532971680825,8081.22,0.00294
232,1532971680997,8080.02,0.059718
233,1532971682063,8081.22,0.045052
234,1532971682338,8081.22,0.001985
235,1532971682515,8081.22,0.050654
236,1532971683242,8081.22,0.021621
237,1532971683351,8081.22,0.165291
238,1532971683418,8081.22,0.139291
239,1532971683471,8081.21,0.011878
240,1532971683576,8081.22,0.007005
241,1532971683640,8081.22,0.05
242,1532971683708,8081.22,0.042
243,1532971683722,8081.21,0.050249
244,1532971684093,8081.22,0.097301
245,1532971684628,8081.22,0.199998
246,1532971684657,8081.22,0.495548
247,1532971684947,8082.99,0.001985
248,1532971686419,8082.99,0.021264
249,1532971687630,8082.99,0.473883
250,1532971687781,8084.91,0.2213
251,1532971689225,8084.91,0.102485
252,1532971689360,8083.02,0.004924
253,1532971689475,8083.02,0.009498
254,1532971691521,8085.0,0.010098
255,1532971692846,8083.05,0.320546
256,1532971693097,8085.0,0.009889
257,1532971693503,8085.0,0.197672
258,1532971694102,8085.0,0.059715
259,1532971694126,8084.5,0.08
260,1532971694126,8083.08,0.42
261,1532971694218,8083.08,0.1579
262,1532971694218,8083.06,0.236821
263,1532971694218,8083.05,0.377333
264,1532971694218,8083.04,0.489296
265,1532971694218,8082.99,0.15
266,1532971694291,8082.99,0.04
267,1532971694317,8082.99,0.089076
268,1532971694561,8082.99,0.00238
269,1532971694876,8082.99,0.059
270,1532971695221,8082.99,0.011371
271,1532971695262,8082.0,0.000152
272,1532971695400,8082.99,0.006193
273,1532971695521,8082.99,0.4
274,1532971695987,8082.99,0.01984
275,1532971696124,8082.0,0.84
276,1532971696442,8082.99,0.111505
277,1532971696700,8082.99,1e-06
278,1532971696844,8082.99,0.115374
279,1532971697107,8082.99,0.004949
280,1532971697214,8082.99,0.02
281,1532971697292,8082.99,0.099204
282,1532971697542,8082.0,0.086848
283,1532971697542,8081.22,0.029064
284,1532971697542,8081.21,0.165893
285,1532971697832,8082.99,0.000834
286,1532971698071,8082.99,0.301193
287,1532971698709,8082.99,0.096
288,1532971699272,8082.99,0.146313
289,1532971699451,8082.99,0.287999
290,1532971699463,8082.99,0.00744
291,1532971699694,8082.99,0.026537
292,1532971699816,8082.99,0.002063
293,1532971700127,8082.11,0.675372
294,1532971700136,8081.23,0.250138
295,1532971700497,8082.99,0.017628
296,1532971700766,8082.99,0.029692
297,1532971701040,8082.99,0.011
298,1532971701392,8082.99,0.10105
299,1532971701533,8082.99,0.2
300,1532971702051,8082.98,0.011
301,1532971702133,8082.11,0.052207
302,1532971702147,8081.24,0.041626
303,1532971702162,8081.24,0.031074
304,1532971702478,8082.98,0.0263
305,1532971703267,8082.98,0.011147
306,1532971704393,8082.98,0.02
307,1532971704910,8082.98,0.012857
308,1532971705371,8081.25,0.145663
309,1532971705546,8082.98,0.006356
310,1532971705951,8081.25,0.003834
311,1532971706166,8082.98,1.0
312,1532971706639,8082.98,0.001923
313,1532971707209,8082.98,0.099946
314,1532971707603,8082.98,0.710471
315,1532971707603,8082.99,6.455862
316,1532971707603,8085.0,0.099867
317,1532971708069,8084.99,0.1224
318,1532971708085,8084.99,0.118791
319,1532971708116,8084.99,0.259314
320,1532971708116,8085.0,0.698694
321,1532971708116,8085.48,0.001261
322,1532971708116,8090.0,0.143406
323,1532971708116,8090.5,0.067771
324,1532971708116,8090.52,0.069503
325,1532971708116,8091.53,0.03
326,1532971708116,8092.4,0.018968
327,1532971708116,8093.0,0.01778
328,1532971708297,8093.0,0.10622
329,1532971708297,8093.18,0.035184
330,1532971708504,8090.0,0.094561
331,1532971709640,8081.34,0.05972
332,1532971709781,8081.34,0.372743
333,1532971709781,8081.33,0.127257
334,1532971712230,8081.42,0.432466
335,1532971712230,8081.41,0.805521
336,1532971713517,8091.08,0.001987
337,1532971715001,8091.08,1e-06
338,1532971718335,8092.09,0.02838
339,1532971718345,8091.09,0.131789
340,1532971718370,8091.09,0.017961
341,1532971719347,8093.09,0.05
342,1532971719347,8093.11,0.00132
343,1532971720660,8092.1,0.248432
344,1532971720675,8091.09,0.106166
345,1532971721615,8091.08,0.005426
346,1532971723439,8091.08,0.001987
347,1532971723611,8091.08,0.016999
348,1532971723611,8091.07,0.055
349,1532971723611,8087.24,0.396746
350,1532971723611,8081.42,0.432466
351,1532971723611,8081.21,1.473898
352,1532971725540,8091.08,0.001861
353,1532971727086,8081.25,0.2054
354,1532971727086,8081.23,0.489406
355,1532971727086,8081.22,0.125194
356,1532971727949,8091.06,0.056539
357,1532971727949,8091.09,0.014161
358,1532971727949,8093.17,0.03
359,1532971727949,8093.18,0.375481
360,1532971728147,8093.15,0.002412
361,1532971730484,8081.27,0.161574
362,1532971732166,8093.08,1e-06
363,1532971734606,8088.05,0.314327
364,1532971734626,8084.96,0.184899
365,1532971735043,8084.96,1e-06
366,1532971735166,8091.14,0.045139
367,1532971735189,8091.14,1.0
368,1532971735486,8084.97,0.432571
369,1532971735486,8084.96,0.229999
370,1532971735486,8084.95,0.60743
371,1532971737065,8085.01,0.01502
372,1532971737105,8091.14,1e-06
373,1532971738630,8091.12,0.192716
374,1532971738630,8091.13,0.057284
375,1532971738677,8091.13,0.005091
376,1532971738677,8093.18,0.206284
377,1532971738677,8093.99,0.03
378,1532971738677,8094.0,0.235284
379,1532971738677,8094.0,0.026214
380,1532971740090,8085.04,1e-06
381,1532971740111,8085.04,1e-06
382,1532971744029,8085.08,0.001356
383,1532971744053,8091.1,0.001981
384,1532971744456,8091.1,0.001981
385,1532971745446,8091.1,0.001981
386,1532971749684,8086.04,0.012911
387,1532971750266,8091.1,1e-06
388,1532971753155,8086.06,1e-06
389,1532971753759,8091.1,1e-06
390,1532971757211,8086.08,1e-06
391,1532971757904,8091.1,1e-06
392,1532971757914,8086.08,0.432573
393,1532971757914,8086.07,0.03
394,1532971757914,8086.01,0.0662
395,1532971757914,8086.0,0.02665
396,1532971757914,8085.0,0.1366
397,1532971757914,8084.97,0.667652
398,1532971757914,8083.28,0.010325
399,1532971760343,8086.04,0.522124
400,1532971760454,8086.04,0.001982
401,1532971760485,8086.04,0.075369
402,1532971761126,8085.91,1e-06
403,1532971761833,8086.04,0.004086
404,1532971762996,8085.91,0.009
405,1532971763557,8086.04,0.00401
406,1532971763557,8086.04,0.004464
407,1532971763598,8086.04,1e-06
408,1532971764219,8086.04,0.099962
409,1532971764282,8086.04,0.016417
410,1532971764326,8086.04,0.539251
411,1532971764632,8086.04,0.016859
412,1532971764925,8086.04,0.206466
413,1532971765024,8086.04,0.235244
414,1532971765449,8086.04,0.001986
415,1532971765512,8085.93,1e-06
416,1532971766008,8085.98,0.812786
417,1532971766025,8085.93,0.645068
418,1532971766860,8085.93,1e-06
419,1532971766860,8086.04,0.002473
420,1532971769406,8086.04,0.00162
421,1532971769652,8085.98,1.384597
422,1532971769663,8085.93,0.064488
423,1532971769679,8085.93,0.804999
424,1532971772224,8086.04,1e-06
425,1532971772490,8085.93,0.010399
426,1532971772710,8085.93,1e-06
427,1532971775301,8085.98,1.495169
428,1532971775317,8086.03,0.622986
429,1532971775341,8086.03,1e-06
430,1532971776146,8086.04,0.089042
431,1532971777414,8085.94,0.040258
432,1532971777982,8085.94,1e-06
433,1532971778005,8086.04,0.0019
434,1532971778709,8085.99,0.772197
435,1532971778728,8085.94,0.603239
436,1532971779354,8085.93,0.008531
437,1532971779354,8085.92,0.852933
438,1532971779354,8085.91,0.423574
439,1532971779354,8085.9,0.027135
440,1532971779354,8085.38,0.432797
441,1532971779354,8083.37,0.449376
442,1532971779354,8082.01,1.394295
443,1532971779966,8085.93,0.426625
444,1532971779966,8085.94,0.040259
445,1532971779966,8086.04,0.176743
446,1532971781164,8088.01,0.204209
447,1532971781400,8088.01,0.228326
448,1532971781448,8090.0,0.001308
449,1532971782199,8090.0,1e-06
450,1532971782761,8088.02,1e-06
451,1532971784400,8089.01,1.686226
452,1532971784414,8088.02,0.602222
453,1532971785569,8090.0,0.00246
454,1532971787341,8089.0,0.437143
455,1532971787358,8089.99,0.751916
456,1532971787384,8089.99,0.404762
457,1532971789669,8090.0,0.004063
458,1532971790687,8090.0,0.001517
459,1532971791313,8089.99,0.099934
460,1532971791389,8089.99,0.05288
461,1532971792556,8090.0,0.011001
462,1532971792582,8089.99,0.015606
463,1532971792804,8089.99,0.0127
464,1532971796093,8090.0,0.015461
465,1532971800645,8089.99,0.022013
466,1532971801483,8089.99,0.003
467,1532971802458,8089.99,0.007953
468,1532971802658,8089.99,0.1995
469,1532971802827,8089.99,0.04491
470,1532971802872,8089.99,0.018297
471,1532971802872,8088.01,0.144596
472,1532971804077,8088.4,0.001
473,1532971807431,8090.0,5.4e-05
474,1532971807583,8090.0,0.002216
475,1532971807723,8090.0,0.008044
476,1532971808255,8090.0,2.6e-05
477,1532971808493,8090.0,0.048089
478,1532971808614,8090.0,0.002378
479,1532971808752,8090.0,0.005
480,1532971808784,8090.0,0.001854
481,1532971809156,8090.0,0.025239
482,1532971809911,8090.0,1e-05
483,1532971810797,8089.21,0.305936
484,1532971810810,8088.43,0.173828
485,1532971811873,8089.62,0.0737
486,1532971812498,8089.62,0.001987
487,1532971812586,8089.62,0.012148
488,1532971812903,8089.62,0.018825
489,1532971813991,8090.0,0.001987
490,1532971814392,8090.0,0.001518
491,1532971815018,8089.01,0.05
492,1532971815018,8089.0,0.182982
493,1532971816401,8090.0,0.00446
494,1532971817961,8089.62,0.046888
495,1532971817961,8089.0,0.178962
496,1532971819924,8089.49,0.925048
497,1532971819936,8089.99,0.770873
498,1532971821025,8090.0,0.011
499,1532971821123,8090.0,0.0235
500,1532971822055,8089.99,0.1994
501,1532971822120,8089.99,0.011302
502,1532971822302,8089.0,1.638056
503,1532971823296,8088.43,0.17
504,1532971823376,8088.43,0.2124
505,1532971823408,8090.0,0.019626
506,1532971824414,8088.71,2.490024
507,1532971824432,8088.43,0.851021
508,1532971824445,8088.43,0.629805
509,1532971827440,8088.43,0.00493
510,1532971827614,8088.43,0.001987
511,1532971828761,8088.42,0.618024
512,1532971828777,8088.42,0.412599
513,1532971828789,8088.43,0.375483
514,1532971830656,8089.0,0.011223
515,1532971831391,8089.0,0.001987
516,1532971832653,8088.72,0.878314
517,1532971832670,8088.44,0.123825
518,1532971832685,8088.44,0.487953
519,1532971832706,8088.43,0.636722
520,1532971833431,8088.43,0.001347
521,1532971833755,8088.43,0.076115
522,1532971833797,8088.43,0.003975
523,1532971835007,8088.43,0.036194
524,1532971835729,8088.43,0.027458
525,1532971837136,8088.43,0.045309
526,1532971837442,8088.43,0.012144
527,1532971838193,8088.43,0.004128
528,1532971838268,8088.22,0.354626
529,1532971838280,8088.02,0.138527
530,1532971838303,8088.43,0.168813
531,1532971840458,8089.0,0.001968
532,1532971840529,8089.0,0.050599
533,1532971840757,8088.44,0.001854
534,1532971841196,8088.44,0.012888
535,1532971841204,8088.72,2.62387
536,1532971841217,8088.44,0.103845
537,1532971841232,8088.44,0.929097
538,1532971841244,8088.43,0.843392
539,1532971843554,8088.02,0.093108
540,1532971843574,8088.02,1.9e-05
541,1532971844424,8088.43,0.014868
542,1532971844823,8088.43,0.153923
543,1532971847301,8088.24,0.347079
544,1532971847317,8088.05,0.259014
545,1532971847340,8088.43,2.2e-05
546,1532971847356,8088.44,0.01474
547,1532971848245,8089.0,0.005938
548,1532971848584,8089.0,0.169539
549,1532971849218,8088.45,0.532158
550,1532971849286,8088.45,0.194441
551,1532971849344,8088.44,0.142752
552,1532971849506,8088.44,0.053685
553,1532971849562,8088.44,0.19967
554,1532971849586,8088.44,0.245201
555,1532971849616,8088.44,0.197584
556,1532971849724,8088.71,1.431456
557,1532971849743,8088.44,0.090205
558,1532971850009,8088.04,0.002978
559,1532971850365,8088.04,0.497003
560,1532971850365,8088.01,0.679318
561,1532971852547,8088.98,0.153746
562,1532971852549,8088.98,0.225968
563,1532971852549,8088.99,0.156327
564,1532971852699,8088.99,0.10084
565,1532971852711,8088.99,0.163253
566,1532971852805,8088.99,0.594144
567,1532971852830,8088.99,0.114527
568,1532971852965,8088.99,0.365995
569,1532971853874,8088.99,0.02305
570,1532971854534,8088.99,0.038286
571,1532971854811,8086.8,0.002
572,1532971854811,8085.42,0.0309
573,1532971856184,8088.97,0.099859
574,1532971858995,8087.88,0.478309
575,1532971859013,8088.96,0.001237
576,1532971859043,8088.96,0.351698
577,1532971859947,8086.8,0.004003
578,1532971860837,8088.97,0.230695
579,1532971861001,8088.97,0.03
580,1532971862749,8088.43,0.1503
581,1532971862749,8086.8,0.045997
582,1532971862749,8085.42,0.349616
583,1532971863338,8088.95,0.040905
584,1532971865648,8086.8,0.176787
585,1532971866344,8086.79,0.017904
586,1532971866508,8086.79,0.051308
587,1532971866508,8086.79,6.4e-05
588,1532971866508,8086.8,0.051287
589,1532971866817,8086.8,0.245973
590,1532971866817,8088.38,0.188471
591,1532971866927,8088.38,0.164775
592,1532971866931,8088.38,0.096949
593,1532971868817,8088.38,0.027764
594,1532971868817,8088.39,0.023694
595,1532971869397,8088.38,0.040025
596,1532971869564,8088.38,0.009854
597,1532971871920,8086.67,0.09
598,1532971872052,8086.0,0.053811
599,1532971873200,8086.67,0.073394
600,1532971874216,8086.67,0.209009
601,1532971874758,8086.67,0.035783
602,1532971875276,8085.36,0.009616
603,1532971875900,8085.36,0.006505
604,1532971876464,8085.36,0.008211
605,1532971876773,8086.01,0.174161
606,1532971876791,8086.66,0.063561
607,1532971877479,8086.67,0.01929
608,1532971880963,8088.34,0.382675
609,1532971880963,8088.38,0.016695
610,1532971880963,8088.39,0.4048
611,1532971881035,8085.37,0.1229
612,1532971881133,8088.33,0.700383
613,1532971881387,8085.37,0.30982
614,1532971881387,8085.36,0.664955
615,1532971881387,8085.34,0.381319
616,1532971881429,8085.34,0.145946
617,1532971881504,8085.35,0.121346
618,1532971881509,8085.35,0.052732
619,1532971881524,8085.35,0.170716
620,1532971881568,8085.35,0.087928
621,1532971881568,8085.34,0.016395
622,1532971882441,8088.3,0.006033
623,1532971882566,8088.3,0.116867
624,1532971882566,8088.31,0.015799
625,1532971884042,8085.35,0.3586
626,1532971884049,8085.35,0.074122
627,1532971884049,8085.34,0.001926
628,1532971884049,8085.24,3.0
629,1532971884494,8086.51,0.088975
630,1532971884701,8085.0,0.022516
631,1532971884703,8085.0,0.031412
632,1532971884751,8085.0,0.147871
633,1532971884758,8085.0,0.091715
634,1532971884772,8085.0,0.065174
635,1532971885145,8083.9,0.030054
636,1532971885660,8086.5,0.01236
637,1532971886090,8086.5,0.007227
638,1532971887538,8086.48,0.012481
639,1532971887649,8082.1,0.748278
640,1532971888888,8086.44,0.00133
641,1532971890446,8082.0,0.004879
642,1532971890859,8082.0,0.00384
643,1532971892179,8082.0,0.062129
644,1532971892179,8081.99,0.030327
645,1532971892337,8081.99,0.037049
646,1532971892841,8086.38,0.003164
647,1532971893202,8086.38,0.008703
648,1532971894275,8081.99,0.116047
649,1532971894416,8081.26,0.001737
650,1532971894639,8081.26,0.0202
651,1532971894886,8081.26,0.081178
652,1532971895117,8082.0,0.026117
653,1532971895185,8080.81,0.03
654,1532971895399,8082.0,0.009854
655,1532971895460,8082.0,0.006626
656,1532971897100,8080.34,0.001081
657,1532971897863,8080.34,0.004612
658,1532971897863,8080.33,0.003238
659,1532971897863,8080.0,0.463963
660,1532971898103,8081.95,0.009892
661,1532971899279,8080.0,0.050227
662,1532971899517,8081.94,0.00445
663,1532971899648,8080.0,3.665789
664,1532971899648,8079.93,0.03
665,1532971899648,8079.0,0.157743
666,1532971899648,8078.96,0.146468
667,1532971899901,8081.92,0.147666
668,1532971901472,8081.92,0.016041
669,1532971902541,8081.92,0.136053
670,1532971902785,8081.92,0.256051
671,1532971905434,8079.1,0.017291
672,1532971905524,8081.89,0.098906
673,1532971906249,8081.89,0.002473
674,1532971906547,8081.89,0.006483
675,1532971906613,8081.89,0.003187
676,1532971907254,8080.49,0.19525
677,1532971907265,8081.89,0.450581
678,1532971907287,8081.89,0.041491
679,1532971907521,8081.92,0.082601
680,1532971907739,8081.92,0.034611
681,1532971908410,8081.92,0.024254
682,1532971908556,8082.0,0.775746
683,1532971908556,8081.9,0.472038
684,1532971908556,8081.89,0.111049
685,1532971908556,8079.1,0.368287
686,1532971908851,8082.09,0.00261
687,1532971909538,8082.09,0.070901
688,1532971909607,8082.09,0.001898
689,1532971910741,8079.1,0.043911
690,1532971910887,8079.1,0.003576
691,1532971910887,8078.96,2.023684
692,1532971911471,8082.08,0.076872
693,1532971912037,8081.95,0.045954
694,1532971912037,8081.92,0.01825
695,1532971912564,8078.97,0.433056
696,1532971912564,8078.96,0.043364
697,1532971913266,8082.07,0.015802
698,1532971914473,8078.96,0.47642
699,1532971914709,8082.05,0.037664
700,1532971917612,8078.97,0.213887
701,1532971917612,8078.96,0.14055
702,1532971917612,8078.31,0.002
703,1532971917735,8078.31,0.233271
704,1532971918076,8078.31,0.099978
705,1532971918137,8078.31,0.053239
706,1532971918409,8078.31,0.014587
707,1532971918413,8078.31,0.003794
708,1532971918560,8078.31,0.006517
709,1532971918566,8078.31,0.206567
710,1532971919738,8078.31,0.0404
711,1532971921289,8078.3,0.071169
712,1532971921293,8078.3,0.003884
713,1532971921663,8077.97,0.238819
714,1532971921677,8078.3,0.014058
715,1532971921694,8078.3,0.0323
716,1532971922179,8078.31,0.073302
717,1532971922228,8078.31,0.01939
718,1532971922555,8078.31,0.010768
719,1532971922560,8078.31,0.01077
720,1532971923567,8078.31,0.055
721,1532971923716,8078.31,0.05
722,1532971924401,8078.31,0.002643
723,1532971925104,8078.31,0.073302
724,1532971925728,8078.3,0.042752
725,1532971925728,8077.62,0.004767
726,1532971925728,8077.5,0.014483
727,1532971925728,8077.48,0.002
728,1532971925728,8076.96,0.825998
729,1532971925728,8076.96,0.051268
730,1532971926129,8076.96,0.247002
731,1532971926129,8076.74,0.999213
732,1532971927418,8078.3,0.015168
733,1532971927553,8078.3,0.058847
734,1532971927705,8078.3,0.01293
735,1532971927705,8078.31,0.097415
736,1532971927788,8078.31,0.062705
737,1532971927790,8078.31,0.032341
738,1532971927810,8078.31,0.044633
739,1532971927824,8078.31,0.064041
740,1532971927830,8078.31,0.044717
741,1532971928402,8078.31,0.004049
742,1532971929276,8078.3,0.196587
743,1532971931135,8076.64,0.001361
744,1532971931135,8076.54,0.177745
745,1532971931135,8075.97,0.014485
746,1532971931135,8075.86,0.407778
747,1532971931228,8076.54,0.242829
748,1532971931230,8076.54,0.029705
749,1532971931368,8076.54,0.1
750,1532971932057,8076.54,0.263141
751,1532971932061,8076.54,0.489221
752,1532971933090,8076.97,0.008298
753,1532971933145,8076.97,0.099978
754,1532971933216,8076.97,0.045954
755,1532971934564,8076.58,0.025947
756,1532971935361,8076.96,0.05408
757,1532971936272,8075.86,2.0
758,1532971936752,8076.41,0.213897
759,1532971936768,8076.96,0.143973
760,1532971937479,8078.31,0.049337
761,1532971938413,8078.31,0.077946
762,1532971940669,8076.96,0.05408
763,1532971941318,8076.96,0.00353
764,1532971941817,8076.96,0.244193
765,1532971942051,8076.96,7e-06
766,1532971942587,8078.31,0.001956
767,1532971943439,8078.31,0.224619
768,1532971944433,8078.3,0.226764
769,1532971944453,8078.3,0.040099
770,1532971944794,8078.3,0.001985
771,1532971944987,8078.3,0.226764
772,1532971944999,8078.3,0.005443
773,1532971944999,8078.31,0.221321
774,1532971945017,8078.31,0.005443
775,1532971945455,8081.99,0.380001
776,1532971948045,8081.99,0.309424
777,1532971948045,8082.0,0.963153
778,1532971948102,8081.99,0.003492
